Status,OID,Name,Agency Representative,Abbreviation,Aliases,Operating Location,Expected Launch Date,Expected Mission End Date,Transmitting Frequency Bands,Special Request,Simulator,Family,Protocols,Other Protocols,Description,More Info,Requestor Contact,Requestor Organization,Notes,References,Created By,Creation date,Updated By,Update date
Assigned,1.3.112.4.7.271,ARABSAT 2(SIM),Erhard Jabs  [European Space Agency],ARABSAT-2SIM,[],,1999 First Half,,"TC: 11703 MHz, 11707 MHz;TLM: 11703 MHz, 11707 MHz;",,True,CCSDS Standard,[],[],,,1.3.112.4.2.72,1.3.112.4.1.12,,[],1.3.112.4.2.72,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:11.955775+00:00
Assigned,1.3.112.4.7.272,SPIRALE 2,Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],SPIRALE-2,[],,2008,,TC: 2054.000 MHz;TLM: 2230.000 MHz;,,False,CCSDS Standard,[],[],Early Detection System,http://www.space.eads.net/families/a-safer-world/futuredefnce/spirale,1.3.112.4.2.11,1.3.112.4.1.8,,[],1.3.112.4.2.11,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:11.971504+00:00
Assigned,1.3.112.4.7.274,SPIRALE-Sim,Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],SPIRALE-Sim,[],,2008,,TC: 2033.500 MHz;TLM: 2209.000 MHz;,,True,CCSDS Standard,[],[],,,1.3.112.4.2.11,1.3.112.4.1.8,,[],1.3.112.4.2.11,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:11.996317+00:00
Assigned,1.3.112.4.7.275,STELLATsim,Nicolas Bobrinsky  [European Space Agency],STELLATsim,[],,,,,,True,CCSDS Standard,[],[],,,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.010353+00:00
Assigned,1.3.112.4.7.276,KEPLER-Sim,Roger D. Porter  [NASA Goddard Space Flight Center],KEPLER-Sim,[],,,,"TC: X-Band;TLM: X-Band, Ka-Band;",,True,CCSDS Standard,[],[],,,1.3.112.4.2.63,1.3.112.4.1.19.1,,[],1.3.112.4.2.63,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.023762+00:00
Assigned,1.3.112.4.7.277,ETS-VII,Nobuo Iwasaki  [NASDA],ETS-VII,[],,1997-11,,TC: 2096.73 MHz;,,False,CCSDS Standard,[],[],Engineering Test Satellite VII,http://www.jaxa.jp/projects/sat/ets8/index_e.html,1.3.112.4.2.114,1.3.112.4.1.57,,[],1.3.112.4.2.114,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.036307+00:00
Assigned,1.3.112.4.7.278,ISEE-2,J. L. Green  [NASA George C. Marshall Space Flight Center],ISEE-2,[],,,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.64,1.3.112.4.1.19.3,,[],1.3.112.4.2.64,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.049814+00:00
Assigned,1.3.112.4.7.279,ETS-VIII,Tsukasa Mito  [NASDA],ETS-VIII,[],,2002,,TC: 2025-2110 MHz;,,False,CCSDS Standard,[],[],Engineering Test Satellite VIII,http://www.jaxa.jp/projects/sat/ets8/index_e.html,1.3.112.4.2.81,1.3.112.4.1.57,,[],1.3.112.4.2.81,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.066802+00:00
Assigned,1.3.112.4.7.280,STELLATfl,Nicolas Bobrinsky  [European Space Agency],STELLATfl,[],,,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.087132+00:00
Assigned,1.3.112.4.7.281,ISO,G.F. Block  [ESA European Space Research and Technology Centre],ISO,[],,1993-05,,TC: 2087.068 MHz;TLM: 2266.5 MHz;,,False,CCSDS Standard,[],[],Infrared Space Observatory,http://www.esa.int/esaSC/120396_index_0_m.html,1.3.112.4.2.60,1.3.112.4.1.12,,[],1.3.112.4.2.60,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.106724+00:00
Assigned,1.3.112.4.7.282,STEREO-AHEAD(2),Badri Younes  [NASA Goddard Space Flight Center],STEREO-AHEAD2,[],,,,TC: 7183.118056 MHz;TLM: 8439.444446 MHz;,,False,CCSDS Standard,[],[],Solar Terrestrial Relations Observatory,http://stereo.gsfc.nasa.gov/,1.3.112.4.2.69,1.3.112.4.1.19.1,,[],1.3.112.4.2.69,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.122335+00:00
Assigned,1.3.112.4.7.283,STEREO-BEHIND(2),Badri Younes  [NASA Goddard Space Flight Center],STEREO-BEHIND2,[],,,,TC: 7183.118056 MHz;TLM: 8439.444446 MHz;,,False,CCSDS Standard,[],[],Solar Terrestrial Relations Observatory,http://stereo.gsfc.nasa.gov/,1.3.112.4.2.69,1.3.112.4.1.19,,[],1.3.112.4.2.69,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.137540+00:00
Assigned,1.3.112.4.7.284,MESSENGER,Badri Younes  [NASA Goddard Space Flight Center],MESSENGER,[],,,,TC: 7182 MHz;TLM: 8438 MHz;,,False,CCSDS Standard,[],[],"MErcury Surface, Space ENvironment, Geochemesty and Ranging",http://www.nasa.gov/mission_pages/messenger/main/index.html,1.3.112.4.2.69,1.3.112.4.1.19.1,,[],1.3.112.4.2.69,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.150613+00:00
Assigned,1.3.112.4.7.285,SCISAT,A. Bastikar  [Canadian Space Agency],SCISAT,[],,2002-06-30,,TLM: 2223-2237 MHz;,,False,CCSDS Standard,[],[],Small Science Satellite-1,http://www.space.gc.ca/asc/eng/satellites/scisat/default.asp,1.3.112.4.2.89,1.3.112.4.1.10,,[],1.3.112.4.2.89,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.163515+00:00
Assigned,1.3.112.4.7.286,SMART 1,Nicolas Bobrinsky  [European Space Agency],SMART-1,[],,2002-10,,TC: 2058.1546 MHz (S-Band);TLM: 2235.1 MHz (S-Band);,,False,CCSDS Standard,[],[],Small Mission for Advance Research in Technology -- ESA Horizon 2000,http://sci.esa.int/science-e/www/object/index.cfm?fobjectid=36683,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.177171+00:00
Assigned,1.3.112.4.7.287,KATE,Nicolas Bobrinsky  [European Space Agency],KATE,[],,2002-10,,"TC: 7194.7 MHz;TLM: 8453.0 MHz, 32121.0 MHz;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.189691+00:00
Assigned,1.3.112.4.7.288,HOT BIRD 2,Hans K. Uhrig  [European Space Agency],HOT-BIRD-2,[],,,,,,False,CCSDS Standard,[],[],Telecommunications Satellite,,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.202508+00:00
Assigned,1.3.112.4.7.289,HOT BIRD 3,Hans K. Uhrig  [European Space Agency],HOT-BIRD-3,[],,,,,,False,CCSDS Standard,[],[],Telecommunications Satellite,,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.215286+00:00
Assigned,1.3.112.4.7.290,HOT BIRD 4,Hans K. Uhrig  [European Space Agency],HOT-BIRD-4,[],,,,,,False,CCSDS Standard,[],[],Telecommunications Satellite,http://www.eutelsat.com/satellites/13ehb4.html,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.227950+00:00
Assigned,1.3.112.4.7.291,HOTBIRD (SW SIM),Hans K. Uhrig  [European Space Agency],HOTBIRD-SW-SIM,[],,,,,,True,CCSDS Standard,[],[],,,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.240677+00:00
Assigned,1.3.112.4.7.292,HOTBIRD (HW SIM),Hans K. Uhrig  [European Space Agency],HOTBIRD-HW-SIM,[],,,,,,True,CCSDS Standard,[],[],,,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.253214+00:00
Assigned,1.3.112.4.7.293,DAWN Sim,Roger D. Porter  [NASA Goddard Space Flight Center],DAWN-Sim,[],,,,TC: 7179.650463 MHz;TLM: 8435.370370 MHz;,,True,CCSDS Standard,[],[],,,1.3.112.4.2.63,1.3.112.4.1.19.1,,[],1.3.112.4.2.63,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.265051+00:00
Assigned,1.3.112.4.7.294,ST-2,Kaneaki Narita  [Japan Aerospace Exploration Agency],ST-2,[],,2011-01,,"TC: 6.42925 GHz, 6.42775 GHz;",,False,CCSDS Standard,[],[],SingTel/Chunghwa Telecommunications Satellite,,1.3.112.4.2.78,1.3.112.4.1.14,,[],1.3.112.4.2.78,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.277171+00:00
Assigned,1.3.112.4.7.295,ROCSAT-2,Guey-Shin Chang  [National Space Organization],ROCSAT-2,[],Near Earth,2003,,"TC: S-Band 2215 MHz, S-Band 2039 MHz, X-Band 8.025-8.040 GHz;TLM: S-Band 2215 MHz, S-Band 2039 MHz, X-Band 8.025-8.040 GHz;",,False,CCSDS Standard,[],[],Earth Observation Satellite,,1.3.112.4.2.107,1.3.112.4.1.46,,[],1.3.112.4.2.107,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.289102+00:00
Assigned,1.3.112.4.7.296,SYRACUSE-3B,Nicolas Bobrinsky  [European Space Agency],SYRACUSE-3B,[],,2005-04-14,,TC: 2054.570 MHz S Band;TLM: 2231.200 MHz S Band;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.300874+00:00
Assigned,1.3.112.4.7.297,MTSAT-2,Ryuichi Nagashima  [NASDA],MTSAT-2,[],,In summer 2004,,"TC: 2100.2 MHz, 2034.2 MHz, 13751.3 MHz;",,False,CCSDS Standard,[],[],Multifunctional Transport Satellite-2,,1.3.112.4.2.77,1.3.112.4.1.57,,[],1.3.112.4.2.77,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.312882+00:00
Assigned,1.3.112.4.7.298,CRYOSAT X-band,Nicolas Bobrinsky  [European Space Agency],CRYOSAT-X-band,[],Near Earth,2004-08,,TC: 8100 MHz;TLM: 8100 MHz;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.327409+00:00
Assigned,1.3.112.4.7.299,CRYOSAT,Nicolas Bobrinsky  [European Space Agency],CRYOSAT,[],,In mid-2003,,"TC: 2026.7542 MHz;TLM: 2201.0 MHz, 8100.0 MHz;",,False,CCSDS Standard,[],[],Earth Explorer Opportunity Mission-1,http://directory.eoportal.org/pres_CRYOSAT.html,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.340817+00:00
Assigned,1.3.112.4.7.300,SWIFT,Badri Younes  [NASA Goddard Space Flight Center],SWIFT,[],,,,TC: 2106.4 MHz;,,False,CCSDS Standard,[],[],Swift Gamma Ray Burst Explorer (Medium-class Explorer 3),http://www.nasa.gov/mission_pages/swift/main/index.html,1.3.112.4.2.69,1.3.112.4.1.19,,[],1.3.112.4.2.69,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.354953+00:00
Assigned,1.3.112.4.7.301,MERS-1-Sim,Badri Younes  [NASA Goddard Space Flight Center],MERS-1-Sim,[],,,,,,True,CCSDS Standard,[],[],,,1.3.112.4.2.69,1.3.112.4.1.19.1,,[],1.3.112.4.2.69,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.367801+00:00
Assigned,1.3.112.4.7.302,MERS-1-Fl,Badri Younes  [NASA Goddard Space Flight Center],MERS-1-Fl,[],,,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.69,1.3.112.4.1.19.1,,[],1.3.112.4.2.69,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.380588+00:00
Assigned,1.3.112.4.7.303,MERS-2-Fl,Badri Younes  [NASA Goddard Space Flight Center],MERS-2-Fl,[],,,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.69,1.3.112.4.1.19.1,,[],1.3.112.4.2.69,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.392950+00:00
Assigned,1.3.112.4.7.304,MERS-2-Sim,Badri Younes  [NASA Goddard Space Flight Center],MERS-2-Sim,[],,,,,,True,CCSDS Standard,[],[],,,1.3.112.4.2.69,1.3.112.4.1.19.1,,[],1.3.112.4.2.69,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.406861+00:00
Assigned,1.3.112.4.7.305,ASNARO,Kaneaki Narita  [Japan Aerospace Exploration Agency],ASNARO,[],,2012,,TC: 2091.765 MHz;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.78,1.3.112.4.1.14,,[],1.3.112.4.2.78,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.420612+00:00
Assigned,1.3.112.4.7.306,PROCYON,Mr. Tsutomu Shigeta  [Japan Aerospace Exploration Agency],PROCYON,[],,2014-12,,TC: 7186.585648 Mhz;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.16,1.3.112.4.1.14,,[],1.3.112.4.2.16,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.434417+00:00
Assigned,1.3.112.4.7.307,IRIS,Roger D. Porter  [NASA Goddard Space Flight Center],IRIS,[],,2012-12,,"TC: 2044.9867 MHz;TLM: 2220.8 MHz, 8483.0 MHz;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.63,1.3.112.4.1.19.1,,[],1.3.112.4.2.63,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.447235+00:00
Assigned,1.3.112.4.7.308,EDRS-C,Martin Pilgram  [Deutsche Zentrum für Luft- und Raumfahrt],EDRS-C,[],,2016-05-13,,"TC: 2104.104 MHz, 27.503 GHz;TLM: 2285 MHz, 19.695 GHz;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.90,1.3.112.4.1.11,,[],1.3.112.4.2.90,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.459253+00:00
Assigned,1.3.112.4.7.309,ASTRO-H,Kaneaki Narita  [Japan Aerospace Exploration Agency],ASTRO-H,[],,2014 (T.B.D.),,TC: 2077.60 MHz (T.B.D.);,,False,CCSDS Standard,[],[],,,1.3.112.4.2.78,1.3.112.4.1.14,,[],1.3.112.4.2.78,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.471590+00:00
Assigned,1.3.112.4.7.310,QZS-1,Junjiro Nakahara  [Japan Aerospace Exploration Agency],QZS-1,[],,2010,,"TC: 2034.05 MHz or 2047.105 MHz (S-Band), 5000-5010 MHz (C-Band) (not fixed);",,False,CCSDS Standard,[],[],Quasi-Zenith Navigation Satellite-1,http://www.jaxa.jp/projects/sat/qzss/index_e.html,1.3.112.4.2.87,1.3.112.4.1.14,,[],1.3.112.4.2.87,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.485304+00:00
Assigned,1.3.112.4.7.311,PLANET-C,Junjiro Nakahara  [Japan Aerospace Exploration Agency],PLANET-C,[],,2010,,TC: 7158.8450 MHz;,,False,CCSDS Standard,[],[],Venus Climate Orbiter,http://www.jaxa.jp/projects/sat/planet_c/index_e.html,1.3.112.4.2.87,1.3.112.4.1.14,,[],1.3.112.4.2.87,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.498250+00:00
Assigned,1.3.112.4.7.312,BioSentinel,Mr. Scott Galbraith  [National Aeronautics and Space Administration],BioSentinel,[],,2018-01-01,,TC: 7145-7190 MHz;,The project would like the last 8 bits to be the same for the two versions requested.,False,CCSDS Standard,[],[],,,1.3.112.4.2.50,1.3.112.4.1.19,,[],1.3.112.4.2.50,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.511246+00:00
Assigned,1.3.112.4.7.349,RSACOMQAF-1(Sim),Nicolas Bobrinsky  [European Space Agency],RSACOMQAF-1Sim,[],,2005-12,,TC: 6184.5 MHz; 3956.5 MHz;TLM: 6184.5 MHz; 3956.5 MHz;,,True,CCSDS Standard,[],[],,,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:13.022863+00:00
Assigned,1.3.112.4.7.313,ORB-9E,Mr. Scott Galbraith  [National Aeronautics and Space Administration],ORB-9E,['Cygnus'],,2017-10-01,,TC: 2106.40625;,The project would like the last 8 bits to be the same for the two versions requested for this mission due to the fact that the spacecraft architecture cannot support different assignments for TC and TLM functions.,False,CCSDS Standard,[],[],,,1.3.112.4.2.125,1.3.112.4.1.80,,[],1.3.112.4.2.125,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.525596+00:00
Assigned,1.3.112.4.7.314,DSN-2,Mr. Tsutomu Shigeta  [Japan Aerospace Exploration Agency],DSN-2,[],,,,TC: 12 GHz;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.16,1.3.112.4.1.14,,[],1.3.112.4.2.16,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.539530+00:00
Assigned,1.3.112.4.7.315,ACYGNUS (COTS),Roger D. Porter  [NASA Goddard Space Flight Center],ACYGNUS-COTS,[],,2011-03,,"TC: 2030.4 MHz, 2106.4 MHz;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.63,1.3.112.4.1.19,,[],1.3.112.4.2.63,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.553326+00:00
Assigned,1.3.112.4.7.316,COSMO-SkyMed4,Ms Loredana Bruca  [Agenzia Spaziale Italiana],COSMO-SkyMed4,[],,2007,,TC: 2053.458 MHz;TLM: 2230.0 MHz;,,False,CCSDS Standard,[],[],COnstellation of small Satellites for Mediterranean basin Observation,http://www.asi.it/sito/programmi_cosmo.htm,1.3.112.4.2.6,1.3.112.4.1.5,,[],1.3.112.4.2.6,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.567509+00:00
Assigned,1.3.112.4.7.317,COSMO-SkyMed2,Ms Loredana Bruca  [Agenzia Spaziale Italiana],COSMO-SkyMed2,[],,2006,,TC: 2053.458 MHz;TLM: 2230.0 MHz;,,False,CCSDS Standard,[],[],COnstellation of small Satellite for Mediterranean basin Observation,http://www.aleniaspazio.it/earth_observation_page.aspx?IdProg=23&IdPage=44,1.3.112.4.2.6,1.3.112.4.1.5,,[],1.3.112.4.2.6,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.582190+00:00
Assigned,1.3.112.4.7.318,GPM,Roger D. Porter  [NASA Goddard Space Flight Center],GPM,[],,2014-11,,TC: S-Band 2106.40625 MHz;,,False,CCSDS Standard,[],[],Global Precipitation Measurement,http://gpm.gsfc.nasa.gov/,1.3.112.4.2.63,1.3.112.4.1.19,,[],1.3.112.4.2.63,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.595967+00:00
Assigned,1.3.112.4.7.319,ORB-10E,Mr. Scott Galbraith  [National Aeronautics and Space Administration],ORB-10E,['Cygnus'],,2018-07-01,,TC: 2106.40625;,The project would like the last 8 bits to be the same for the two versions requested for this mission due to the fact that the spacecraft architecture cannot support different assignments for TC and TLM functions.,False,CCSDS Standard,[],[],,,1.3.112.4.2.125,1.3.112.4.1.80,,[],1.3.112.4.2.125,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.610488+00:00
Assigned,1.3.112.4.7.320,SPRINT-A,Kaneaki Narita  [Japan Aerospace Exploration Agency],SPRINT-A,[],,2013,,TC: 2081 MHz;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.78,1.3.112.4.1.14,,[],1.3.112.4.2.78,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.623615+00:00
Assigned,1.3.112.4.7.321,MMS 1,Roger D. Porter  [NASA Goddard Space Flight Center],MMS-1,[],,2014-10,,TC: 2101.249583 MHz (S-Band);,,False,CCSDS Standard,[],[],Magnetospheric MultiScale Mission,http://stp.gsfc.nasa.gov/missions/mms/mms.htm,1.3.112.4.2.63,1.3.112.4.1.19.1,,[],1.3.112.4.2.63,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.637848+00:00
Assigned,1.3.112.4.7.322,MMS 2,Roger D. Porter  [NASA Goddard Space Flight Center],MMS-2,[],,2014-10,,TC: S-Band 2101.249583 MHz;,,False,CCSDS Standard,[],[],Magnetospheric MultiScale Mission,http://stp.gsfc.nasa.gov/missions/mms/mms.htm,1.3.112.4.2.63,1.3.112.4.1.19,,[],1.3.112.4.2.63,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.650883+00:00
Assigned,1.3.112.4.7.323,MMS 3,Roger D. Porter  [NASA Goddard Space Flight Center],MMS-3,[],,2014-10,,TC: 2101.249583 MHz (S-Band);,,False,CCSDS Standard,[],[],Magnetospheric MultiScale Mission,http://stp.gsfc.nasa.gov/missions/mms/mms.htm,1.3.112.4.2.63,1.3.112.4.1.19.1,,[],1.3.112.4.2.63,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.664216+00:00
Assigned,1.3.112.4.7.324,MMS 4,Roger D. Porter  [NASA Goddard Space Flight Center],MMS-4,[],,2014-10,,TC: 2101.249583 MHz (S-Band);,,False,CCSDS Standard,[],[],Magnetospheric MultiScale Mission,http://stp.gsfc.nasa.gov/missions/mms/mms.htm,1.3.112.4.2.63,1.3.112.4.1.19,,[],1.3.112.4.2.63,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.677782+00:00
Assigned,1.3.112.4.7.325,LADEE,Roger D. Porter  [NASA Goddard Space Flight Center],LADEE,[],,2013,,TC: S-Band 2025-2110 MHz;,,False,CCSDS Standard,[],[],,http://nssdc.gsfc.nasa.gov/nmc/spacecraftDisplay.do?id=LADEE,1.3.112.4.2.63,1.3.112.4.1.19,,[],1.3.112.4.2.63,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.692131+00:00
Assigned,1.3.112.4.7.326,EXPRESS-AM4,Mr Anatoly Shilov  [Federal Space Agency],EXPRESS-AM4,[],,2009,,TC: 4199.5 MHz;TLM: 4199.5 MHz;,,False,CCSDS Standard,[],[],,http://eng.rscc.ru/100/177/233.html,1.3.112.4.2.54,1.3.112.4.1.16,,[],1.3.112.4.2.54,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.704545+00:00
Assigned,1.3.112.4.7.327,MSG-1,R. Wolf  [European Organization for the Exploitation of Meteorological Satellites],MSG-1,[],,,,,,False,CCSDS Standard,[],[],Meteosat Second Generation-1,http://www.esa.int/SPECIALS/MSG/,1.3.112.4.2.91,1.3.112.4.1.37,,[],1.3.112.4.2.91,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.717653+00:00
Assigned,1.3.112.4.7.328,MSG-2,R. Wolf  [European Organization for the Exploitation of Meteorological Satellites],MSG-2,[],,,,,,False,CCSDS Standard,[],[],Meteosat Second Generation-2,http://www.esa.int/SPECIALS/MSG/,1.3.112.4.2.91,1.3.112.4.1.37,,[],1.3.112.4.2.91,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.731450+00:00
Assigned,1.3.112.4.7.329,MSG-3,R. Wolf  [European Organization for the Exploitation of Meteorological Satellites],MSG-3,[],,,,,,False,CCSDS Standard,[],[],Meteosat Second Generetion-3,http://www.esa.int/SPECIALS/MSG/,1.3.112.4.2.91,1.3.112.4.1.37,,[],1.3.112.4.2.91,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.744968+00:00
Assigned,1.3.112.4.7.330,MSG-4,R. Wolf  [European Organization for the Exploitation of Meteorological Satellites],MSG-4,[],,,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.91,1.3.112.4.1.37,,[],1.3.112.4.2.91,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.758264+00:00
Assigned,1.3.112.4.7.331,OA-16,Mr. Scott Galbraith  [National Aeronautics and Space Administration],OA-16,[],Near Earth,2013 through 2016,,"TC: (2106.4 MHz TT&C, 2030.44 MHz PLS, 2205 MHz, 2287.5 MHz;TLM: 2205.0 MHz, 2287.5 MHz;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.50,1.3.112.4.1.19.1,,[],1.3.112.4.2.50,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.771439+00:00
Assigned,1.3.112.4.7.332,ORB-6,Mr. Scott Galbraith  [National Aeronautics and Space Administration],ORB-6,[],,2013 through 2016,,"TC: 2106.4 MHz TT&C, 2030.44 MHz PLS;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.50,1.3.112.4.1.19.1,,[],1.3.112.4.2.50,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.786658+00:00
Assigned,1.3.112.4.7.333,ORB-7,Mr. Scott Galbraith  [National Aeronautics and Space Administration],ORB-7,[],,2013 through 2016,,"TC: 2106.4 MHz TT&C, 2030.44 MHz PLS;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.50,1.3.112.4.1.19.1,,[],1.3.112.4.2.50,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:12.799115+00:00
